strain	loc
hCoV-19_USA_CT-JAX-JAX000578|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000582|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000583|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000585|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000595|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000596|2021-03-21	CT
hCoV-19_USA_CT-Yale-2679|2021-03-17	CT
hCoV-19_USA_CT-Yale-2680|2021-03-18	CT
hCoV-19_USA_CT-Yale-2684|2021-03-18	CT
hCoV-19_USA_CT-Yale-2687|2021-03-17	CT
hCoV-19_USA_CT-Yale-2688|2021-03-17	CT
hCoV-19_USA_CT-Yale-2695|2021-03-18	CT
hCoV-19_USA_CT-Yale-2696|2021-03-18	CT
hCoV-19_USA_CT-Yale-2697|2021-03-18	CT
hCoV-19_USA_CT-Yale-2701|2021-03-17	CT
hCoV-19_USA_CT-Yale-2702|2021-03-18	CT
hCoV-19_USA_CT-Yale-2707|2021-03-19	CT
hCoV-19_USA_CT-Yale-2709|2021-03-18	CT
hCoV-19_USA_CT-Yale-2711|2021-03-19	CT
hCoV-19_USA_CT-Yale-2714|2021-03-20	CT
hCoV-19_USA_CT-Yale-2715|2021-03-19	CT
hCoV-19_USA_CT-Yale-2717|2021-03-18	CT
hCoV-19_USA_CT-Yale-2720|2021-03-21	CT
hCoV-19_USA_CT-Yale-2721|2021-03-21	CT
hCoV-19_USA_CT-Yale-2724|2021-03-20	CT
hCoV-19_USA_CT-Yale-2738|2021-03-19	CT
hCoV-19_USA_CT-Yale-2739|2021-03-21	CT
hCoV-19_USA_CT-Yale-2754|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000704|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000706|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000707|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000711|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000714|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000719|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000723|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000724|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000726|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000727|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000730|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000731|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000732|2021-03-29	CT
hCoV-19_USA_CT-CDC-ASC210003200|2021-03-07	CT
hCoV-19_USA_CT-CDC-ASC210015974|2021-03-22	CT
hCoV-19_USA_CT-CDC-ASC210016916|2021-03-23	CT
hCoV-19_USA_CT-CDC-QDX23089577|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23089617|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23175079|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23177320|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23173882|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23175137|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23175083|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23177315|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23173846|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23173801|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23173341|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23177440|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23175097|2021-03-21	CT
hCoV-19_USA_CT-CDC-QDX23175101|2021-03-21	CT
hCoV-19_USA_CT-CDC-STM-000034146|2021-03-11	CT
hCoV-19_USA_CT-CDC-STM-000040833|2021-03-19	CT
hCoV-19_USA_CT-CDC-ASC210007641|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23354576|2021-03-21	CT
hCoV-19_USA_CT-Yale-2355|2021-03-10	CT
hCoV-19_USA_CT-Yale-2376|2021-03-10	CT
hCoV-19_USA_CT-Yale-2788|2021-03-19	CT
hCoV-19_USA_CT-Yale-2796|2021-03-19	CT
hCoV-19_USA_CT-Yale-2804|2021-03-20	CT
hCoV-19_USA_CT-Yale-2812|2021-03-21	CT
hCoV-19_USA_CT-Yale-2820|2021-03-18	CT
hCoV-19_USA_CT-Yale-2846|2021-03-21	CT
hCoV-19_USA_CT-Yale-3058|2021-03-26	CT
hCoV-19_USA_CT-Yale-3060|2021-03-24	CT
hCoV-19_USA_CT-Yale-3066|2021-03-24	CT
hCoV-19_USA_CT-Yale-3198|2021-03-26	CT
hCoV-19_USA_CT-Yale-3199|2021-03-26	CT
hCoV-19_USA_CT-Yale-3205|2021-03-26	CT
hCoV-19_USA_CT-Yale-3206|2021-03-25	CT
hCoV-19_USA_CT-Yale-3207|2021-03-27	CT
hCoV-19_USA_CT-Yale-3213|2021-03-26	CT
hCoV-19_USA_CT-Yale-3217|2021-03-26	CT
hCoV-19_USA_CT-Yale-3218|2021-03-26	CT
hCoV-19_USA_CT-Yale-3221|2021-03-27	CT
hCoV-19_USA_CT-Yale-3224|2021-03-25	CT
hCoV-19_USA_CT-CDC-STM-000046061|2021-03-30	CT
hCoV-19_USA_CT-CDC-LC0036749|2021-03-23	CT
hCoV-19_USA_CT-CDC-ASC210046346|2021-04-04	CT
hCoV-19_USA_CT-Yale-3473|2021-04-01	CT
hCoV-19_USA_CT-Yale-3478|2021-04-06	CT
hCoV-19_USA_CT-Yale-3480|2021-04-05	CT
hCoV-19_USA_CT-Yale-3481|2021-04-05	CT
hCoV-19_USA_CT-Yale-3482|2021-04-05	CT
hCoV-19_USA_CT-Yale-3483|2021-04-05	CT
hCoV-19_USA_CT-Yale-3484|2021-04-05	CT
hCoV-19_USA_CT-Yale-3485|2021-04-05	CT
hCoV-19_USA_CT-Yale-3487|2021-04-05	CT
hCoV-19_USA_CT-Yale-3489|2021-04-05	CT
hCoV-19_USA_CT-Yale-3491|2021-04-06	CT
hCoV-19_USA_CT-Yale-3492|2021-04-05	CT
hCoV-19_USA_CT-Yale-3493|2021-04-05	CT
hCoV-19_USA_CT-Yale-3495|2021-04-05	CT
hCoV-19_USA_CT-Yale-3497|2021-04-05	CT
hCoV-19_USA_CT-Yale-3500|2021-04-05	CT
hCoV-19_USA_CT-Yale-3501|2021-04-06	CT
hCoV-19_USA_CT-Yale-3502|2021-04-05	CT
hCoV-19_USA_CT-Yale-3504|2021-04-05	CT
hCoV-19_USA_CT-Yale-3506|2021-04-06	CT
hCoV-19_USA_CT-Yale-3515|2021-04-05	CT
hCoV-19_USA_CT-Yale-3516|2021-04-05	CT
hCoV-19_USA_CT-Yale-3517|2021-04-05	CT
hCoV-19_USA_CT-Yale-3518|2021-04-05	CT
hCoV-19_USA_CT-Yale-3519|2021-04-05	CT
hCoV-19_USA_CT-Yale-3521|2021-04-05	CT
hCoV-19_USA_CT-Yale-3522|2021-04-05	CT
hCoV-19_USA_CT-Yale-3523|2021-04-05	CT
hCoV-19_USA_CT-Yale-3525|2021-04-05	CT
hCoV-19_USA_CT-Yale-3526|2021-04-05	CT
hCoV-19_USA_CT-Yale-3528|2021-04-05	CT
hCoV-19_USA_CT-Yale-3530|2021-04-06	CT
hCoV-19_USA_CT-Yale-3531|2021-04-06	CT
hCoV-19_USA_CT-Yale-3532|2021-04-05	CT
hCoV-19_USA_CT-Yale-3536|2021-04-05	CT
hCoV-19_USA_CT-Yale-3539|2021-04-05	CT
hCoV-19_USA_CT-Yale-3540|2021-04-06	CT
hCoV-19_USA_CT-Yale-3547|2021-04-05	CT
hCoV-19_USA_CT-Yale-3566|2021-04-05	CT
hCoV-19_USA_CT-Yale-3568|2021-04-05	CT
hCoV-19_USA_CT-Yale-3569|2021-04-05	CT
hCoV-19_USA_CT-Yale-3570|2021-04-06	CT
hCoV-19_USA_CT-Yale-3571|2021-04-06	CT
hCoV-19_USA_CT-Yale-3572|2021-04-06	CT
hCoV-19_USA_CT-Yale-3574|2021-04-02	CT
hCoV-19_USA_CT-Yale-3578|2021-04-06	CT
hCoV-19_USA_CT-Yale-3579|2021-04-05	CT
hCoV-19_USA_CT-Yale-3582|2021-04-06	CT
hCoV-19_USA_CT-CDC-LC0040296|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0040025|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0040273|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0040230|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0040149|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040147|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040209|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0039999|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0039988|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040135|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040246|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0039921|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040261|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0041090|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041073|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0040836|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0040835|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041035|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041148|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041170|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041028|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041106|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0040821|2021-04-08	CT
hCoV-19_USA_CT-CDC-IBX287357640067|2021-03-24	CT
hCoV-19_USA_CT-CDC-QDX23678255|2021-04-05	CT
hCoV-19_USA_CT-Yale-2507|2021-03-12	CT
hCoV-19_USA_CT-Yale-2508|2021-03-12	CT
hCoV-19_USA_CT-Yale-2510|2021-03-12	CT
hCoV-19_USA_CT-Yale-2512|2021-03-12	CT
hCoV-19_USA_CT-Yale-2513|2021-03-12	CT
hCoV-19_USA_CT-Yale-2514|2021-03-12	CT
hCoV-19_USA_CT-Yale-2520|2021-03-12	CT
hCoV-19_USA_CT-Yale-2525|2021-03-12	CT
hCoV-19_USA_CT-Yale-2526|2021-03-12	CT
hCoV-19_USA_CT-Yale-2530|2021-03-12	CT
hCoV-19_USA_CT-Yale-2536|2021-03-13	CT
hCoV-19_USA_CT-Yale-2538|2021-03-13	CT
hCoV-19_USA_CT-Yale-2540|2021-03-13	CT
hCoV-19_USA_CT-Yale-2546|2021-03-12	CT
hCoV-19_USA_CT-Yale-2547|2021-03-12	CT
hCoV-19_USA_CT-Yale-2551|2021-03-13	CT
hCoV-19_USA_CT-JAX-JAX000494|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000499|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000502|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000504|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000506|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000510|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000514|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000515|2021-03-28	CT
hCoV-19_USA_CT-JAX-JAX000516|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000522|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000533|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000537|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000540|2021-03-27	CT
hCoV-19_USA_CT-JAX-JAX000550|2021-03-26	CT
hCoV-19_USA_CT-JAX-JAX000553|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000554|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000555|2021-03-24	CT
hCoV-19_USA_CT-JAX-JAX000556|2021-03-22	CT
hCoV-19_USA_CT-JAX-JAX000588|2021-03-23	CT
hCoV-19_USA_CT-JAX-JAX000589|2021-03-25	CT
hCoV-19_USA_CT-JAX-JAX000590|2021-03-24	CT
hCoV-19_USA_CT-CDC-STM-000031176|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22753458|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22753679|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22753054|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22754242|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22753670|2021-03-07	CT
hCoV-19_USA_CT-CDC-QDX22753128|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22753037|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22785062|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22785037|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22783194|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22782960|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784852|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784617|2021-03-09	CT
hCoV-19_USA_CT-CDC-QDX22784508|2021-03-08	CT
hCoV-19_USA_CT-CDCBI-CRSP_01616|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000642|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000643|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000644|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000645|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000647|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000648|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000653|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000654|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000655|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000657|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000658|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000672|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000673|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000675|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000676|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000679|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000681|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000685|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000686|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000688|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000689|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000695|2021-04-01	CT
hCoV-19_USA_CT-JAX-JAX000696|2021-03-31	CT
hCoV-19_USA_CT-JAX-JAX000697|2021-03-29	CT
hCoV-19_USA_CT-JAX-JAX000700|2021-03-30	CT
hCoV-19_USA_CT-JAX-JAX000702|2021-03-29	CT
hCoV-19_USA_CT-CDC-ASC210003924|2021-03-11	CT
hCoV-19_USA_CT-CDC-ASC210006358|2021-03-16	CT
hCoV-19_USA_CT-CDC-ASC210006379|2021-03-16	CT
hCoV-19_USA_CT-CDC-ASC210016956|2021-03-20	CT
hCoV-19_USA_CT-CDC-QDX23008514|2021-03-14	CT
hCoV-19_USA_CT-CDC-QDX23007784|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23007847|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23007851|2021-03-16	CT
hCoV-19_USA_CT-CDC-QDX23008521|2021-03-15	CT
hCoV-19_USA_CT-CDC-QDX23007840|2021-03-16	CT
hCoV-19_USA_CT-CDC-ASC210005405|2021-03-12	CT
hCoV-19_USA_CT-CDC-LC0038345|2021-03-31	CT
hCoV-19_USA_CT-Yale-3564|2021-04-05	CT
hCoV-19_USA_CT-Yale-3565|2021-04-05	CT
hCoV-19_USA_CT-CDC-LC0040271|2021-04-04	CT
hCoV-19_USA_CT-CDC-LC0041016|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0041054|2021-04-08	CT
hCoV-19_USA_CT-CDC-LC0043304|2021-04-09	CT
hCoV-19_USA_CT-CDC-ASC210039846|2021-03-31	CT
hCoV-19_USA_NY-Wadsworth-21036668-01|2021-03-22	NY-NJ
hCoV-19_USA_NY-Wadsworth-21035880-01|2021-03-15	NY-NJ
hCoV-19_USA_NY-Wadsworth-21036713-01|2021-03-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02A21|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01K04|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_00A21|2021-03-30	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00G21|2021-04-06	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00B04|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00I13|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00N08|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00H11|2021-04-05	NY-NJ
hCoV-19_USA_NY-NYULH1090|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00C16|2021-04-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00B24|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01H18|2021-04-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01K05|2021-04-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_02B15|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00D23|2021-04-11	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00J12|2021-04-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_02M04|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_02J04|2021-04-11	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042202-01|2021-03-24	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042148-01|2021-03-25	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042105-01|2021-03-31	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042106-01|2021-03-31	NY-NJ
hCoV-19_USA_NY-CDC-ASC210023568|2021-03-26	NY-NJ
hCoV-19_USA_NY-CDC-ASC210027003|2021-03-30	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02K15|2021-04-01	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_00G17|2021-03-30	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00C08|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00E07|2021-04-06	NY-NJ
hCoV-19_USA_NY-CDC-LC0030497|2021-03-15	NY-NJ
hCoV-19_USA_NY-NYULH1107|2021-03-31	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01C15|2021-04-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00H22|2021-04-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00M21|2021-04-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00H05|2021-04-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01M16|2021-04-11	NY-NJ
hCoV-19_USA_NY-Wadsworth-21041284-01|2021-03-31	NY-NJ
hCoV-19_USA_NY-Wadsworth-21041293-01|2021-04-02	NY-NJ
hCoV-19_USA_NY-Wadsworth-21040978-01|2021-03-29	NY-NJ
hCoV-19_USA_NY-CDC-IBX095213604505|2021-03-16	NY-NJ
hCoV-19_USA_NY-CDC-IBX610406042690|2021-03-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01A03|2021-03-25	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01B08|2021-03-25	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_02F17|2021-03-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02D17|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00D10|2021-04-06	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00D13|2021-04-06	NY-NJ
hCoV-19_USA_NY-PRL-2021_0414_00H01|2021-04-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_0414_00O10|2021-04-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00D06|2021-04-11	NY-NJ
hCoV-19_USA_NY-CDC-LC0041204|2021-04-09	NY-NJ
hCoV-19_USA_NY-CDC-LC0042428|2021-04-05	NY-NJ
hCoV-19_USA_NY-CDC-IBX805621137480|2021-03-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_22_00F07|2021-03-19	NY-NJ
hCoV-19_USA_NY-Wadsworth-21036674-01|2021-03-22	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00J11|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01D18|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00B07|2021-04-04	NY-NJ
hCoV-19_USA_NY-CDC-QDX23312832|2021-03-25	NY-NJ
hCoV-19_USA_NY-NYULH1133|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01A09|2021-04-11	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00L15|2021-04-08	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01I16|2021-04-10	NY-NJ
hCoV-19_USA_NY-PRL-2021_04_01_00J18|2021-03-29	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00M03|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00H23|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02P18|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0408_00L21|2021-04-06	NY-NJ
hCoV-19_USA_NY-Wadsworth-21039829-01|2021-03-26	NY-NJ
hCoV-19_USA_NY-Wadsworth-21039877-01|2021-03-17	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_00E23|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01L15|2021-04-10	NY-NJ
hCoV-19_USA_NY-CDC-ASC210019483|2021-03-25	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042707-01|2021-03-31	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042696-01|2021-03-31	NY-NJ
hCoV-19_USA_NY-Wadsworth-21042729-01|2021-04-07	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_02O14|2021-03-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_02N09|2021-03-27	NY-NJ
hCoV-19_USA_NY-CDC-STM-000028526|2021-03-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01O01|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01C16|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01D12|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0407_00N17|2021-04-05	NY-NJ
hCoV-19_USA_NY-CDC-LC0039963|2021-04-02	NY-NJ
hCoV-19_USA_NY-CDC-LC0039904|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01D01|2021-03-25	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01G08|2021-03-24	NY-NJ
hCoV-19_USA_NY-CDC-LC0026775|2021-03-07	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02B22|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_01E19|2021-04-02	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02C08|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02D23|2021-04-01	NY-NJ
hCoV-19_USA_NY-CDC-ASC210013837|2021-03-16	NY-NJ
hCoV-19_USA_NY-CDC-QDX22946459|2021-03-12	NY-NJ
hCoV-19_USA_NY-CDC-QDX22946387|2021-03-12	NY-NJ
hCoV-19_USA_NY-CDC-QDX22946450|2021-03-12	NY-NJ
hCoV-19_USA_NY-CDC-IBX728498476106|2021-04-03	NY-NJ
hCoV-19_USA_NY-CDC-IBX731213321155|2021-04-01	NY-NJ
hCoV-19_USA_NY-NYCPHL-004075|2021-03-24	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_01C09|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00M20|2021-04-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00M05|2021-04-12	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00P16|2021-04-12	NY-NJ
hCoV-19_USA_NY-CDC-ASC210028569|2021-03-30	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01M17|2021-03-23	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_01A21|2021-03-25	NY-NJ
hCoV-19_USA_NY-USAFSAM-S1373|2021-03-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00D14|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00F22|2021-04-04	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00N05|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02N24|2021-04-04	NY-NJ
hCoV-19_USA_NY-PRL-2021_0408_00F09|2021-04-06	NY-NJ
hCoV-19_USA_NY-PRL-2021_0409_00H21|2021-04-07	NY-NJ
hCoV-19_USA_NY-Wadsworth-21035517-01|2021-03-12	NY-NJ
hCoV-19_USA_NY-CDC-LC0037641|2021-03-25	NY-NJ
hCoV-19_USA_NY-CDC-LC0038725|2021-03-31	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_02C12|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_0413_00J08|2021-04-12	NY-NJ
hCoV-19_USA_NY-CDC-LC0042672|2021-04-05	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_02E22|2021-04-01	NY-NJ
hCoV-19_USA_NY-PRL-2021_0405_00I21|2021-03-30	NY-NJ
hCoV-19_USA_NY-CDC-LC0027917|2021-03-12	NY-NJ
hCoV-19_USA_NY-CDC-ASC210007533|2021-03-15	NY-NJ
hCoV-19_USA_NY-PRL-2021_0412_02M03|2021-04-09	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_03J08|2021-03-25	NY-NJ
hCoV-19_USA_NY-PRL-2021_03_29_02P10|2021-03-26	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00A16|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0406_00D12|2021-04-03	NY-NJ
hCoV-19_USA_NY-PRL-2021_0408_00N14|2021-04-07	NY-NJ
hCoV-19_USA_NY-PRL-2021_0408_00E21|2021-04-06	NY-NJ
hCoV-19_USA_NY-PRL-2021_0408_00H23|2021-04-06	NY-NJ
hCoV-19_USA_NY-CDC-LC0032952|2021-03-19	NY-NJ
hCoV-19_USA_NY-CDC-ASC210005238|2021-03-11	NY-NJ
hCoV-19_USA_NY-CDCBI-CRSP_02079|2021-03-24	NY-NJ
hCoV-19_USA_NY-Wadsworth-21035524-01|2021-03-12	NY-NJ
hCoV-19_USA_NY-Wadsworth-21036604-01|2021-03-21	NY-NJ
hCoV-19_USA_NY-PRL-2021_0414_00K14|2021-04-13	NY-NJ
hCoV-19_USA_NY-CDC-LC0042254|2021-04-01	NY-NJ
hCoV-19_USA_NY-CDC-LC0042201|2021-04-03	NY-NJ
hCoV-19_USA_NY-CDC-LC0043184|2021-04-07	NY-NJ
hCoV-19_USA_NY-CDC-ASC210046173|2021-04-03	NY-NJ
hCoV-19_USA_NY-CDC-QDX23572285|2021-04-01	NY-NJ
